book_id,book_title,author_id,num_pages,cover_type,publish_date,description,genre_ids
506,Goodnight Moon,270,32,Hardcover,03-09-1947,In a great green room tucked away in bed is a little bunny Goodnight room goodnight moon And to all the familiar things in the softly lit room  to the picture of the three little bears sitting on chairs to the clocks and his socks to the mittens and the kittens to everything one by one  the little bunny says goodnight,"[280, 19, 68, 182, 275, 168, 22]"
507,The Prophet,255,127,Paperback,01-01-1923,Kahlil Gibrans masterpiece ,"[74, 68, 83, 182, 278, 175, 143]"
508,The Adventures of Huckleberry Finn,53,327,Paperback,18-02-1884,A nineteenthcentury boy from a Mississippi River town recounts his adventures as he travels down the river with a runaway slave encountering a family involved in a feud two scoundrels pretending to be royalty and Tom Sawyers aunt who mistakes him for Tom,"[97, 68, 243, 143, 247, 93, 202]"
509,Midnight in the Garden of Good and Evil,467,386,Paperback,13-01-1994,Shots rang out in Savannahs grandest mansion in the misty early morning hours of May 2 1981 Was it murder or selfdefense For nearly a decade the shooting and its aftermath reverberated throughout this city of mosshung oaks and shaded squares John Berendts narrative reads like a thoroughly engrossing novel and yet it is a work of nonfiction Berendt interweaves a firstperson account of life in this isolated remnant of the Old South with the unpredictable twists and turns of a landmark murder case,"[78, 90, 166, 48, 102, 68, 42]"
510,The Jungle Books,461,368,Mass Market Paperback,01-01-1895,The Jungle Books can be regarded as classic stories told by an adult to children But they also constitute a complex literary work of art in which the whole of Kiplings philosophy of life is expressed in miniature They are best known for the Mowgli stories the tale of a baby abandoned and brought up by wolves educated in the ways and secrets of the jungle by Kaa the python Baloo the bear and Bagheera the black panther The stories a mixture of fantasy myth and magic are underpinned by Kiplings abiding preoccupation with the theme of selfdiscovery and the nature of the Law,"[157, 182, 187, 246, 247, 183, 143]"
511,"Wonder (Wonder, #1)",45,315,Hardcover,14-02-2012,August Pullman was born with a facial difference that up until now has prevented him from going to a mainstream school Starting 5th grade at Beecher Prep he wants nothing more than to be treated as an ordinary kidbut his new classmates cant get past Auggies extraordinary face ,"[118, 182, 188, 12, 176, 187, 202]"
512,"Lover Eternal (Black Dagger Brotherhood, #2)",435,441,Mass Market Paperback,07-03-2006,In the shadows of the night in Caldwell New York theres a deadly war raging between vampires and their slayers And there exists a secret band of brothers like no other  six vampire warriors defenders of their race Possessed by a deadly beast Rhage is the most dangerous of the Black Dagger Brotherhood,"[16, 217, 151, 263, 246, 67, 204]"
513,A Thousand Splendid Suns,79,372,Hardcover,01-05-2007,Mariam is only fifteen when she is sent to Kabul to marry the troubled and bitter Rasheed who is thirty years her senior Nearly two decades later in a climate of growing unrest tragedy strikes fifteenyearold Laila who must leave her home and join Mariams unhappy household Laila and Mariam are to find consolation in each other their friendship to grow as deep as the bond between sisters as strong as the ties between mother and daughter ,"[97, 243, 21, 132, 68, 209, 204]"
514,"Dark Lover (Black Dagger Brotherhood, #1)",435,393,Mass Market Paperback,19-02-2005,But when his most trusted fighter is killed  orphaning a halfbreed daughter unaware of her heritage or her fate  Wrath must put down his dagger and usher the beautiful female into another world,"[189, 151, 263, 246, 67, 204, 182]"
515,Howards End,382,318,Paperback,18-10-1910,A mr letben klasszikusnak szmt angol rnak ez volt a negyedik a kritikusok szerint a legjobb regnye Ismt letre kel az Edwardkori Anglia A trtnet kzppontjban kt csald ll Egyrszt a dsgazdag Wilcoxk Henry a hvsen charmeos vllalkoz s beteges felesge Ruth Msrszrl a mvelt rzkeny Schlegel kisasszonyok akik intellektulis lelkivilgukat a londoni teaszalonokban lik A kt letforma kztt s alatt Leonard Bast a Helen Schlegel vdszrnyai al kerlt fiatal hivatalnok tengdik a kisember aki a kultra vilgba vgyakozik de akit a wilcoxi knyrtelensg s a schlegeli knyrlet egymssal versengve tesz tnkre,"[97, 68, 243, 143, 252, 132, 228]"
516,"A Canticle for Leibowitz (St. Leibowitz, #1)",241,334,Paperback,01-10-1959,In a nightmarish ruined world slowly awakening to the light after sleeping in darkness the infant rediscoveries of science are secretly nourished by cloistered monks dedicated to the study and preservation of the relics and writings of the blessed Saint Isaac Leibowitz From here the story spans centuries of ignorance violence and barbarism viewing through a sharp satirical eye the relentless progression of a human race damned by its inherent humanness to recelebrate its grand foibles and repeat its grievous mistakes,"[206, 182, 135, 68, 73, 246, 23]"
517,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",285,1520,Hardcover,27-10-2009,In City of Bones fifteenyearold Clary Fray is introduced to the world of the Shadowhunters a secret cadre of warriors dedicated to driving demons out of our world And shes introduced with a vengeance when Clarys mother disappears and Clary herself is almost killed by a grotesque monster sent by the evil and powerful Shadowhunter Valentine How could a mere human survive such an attack In the second novel City of Ashes  Clary just wants her life to go back to normalbut that turns out to be impossible For one thing her mother is still in the hospital in a mysterious coma For another she and her newfound brother Jace have fallen under a cloud of suspicion now that the Shadowhunter world knows that Valentine is still aliveand that Jace and Clary are his son and daughter Then Clarys best friend Simon is turned into a vampire and kidnapped by Valentine who intends to sacrifice him as part of a bloody ritual that will make the Mortal Instruments Valentines forever In book three City of Glass  Clary has to use all her ingenuity and newfound magical skills to get herself to the Glass City in Idris the secretive Shadowhunters home country where she is forbidden to gofor it is only there that she can find the cure to the enchanted sleeping sickness to which her mother has succumbed When Valentine attacks the city and destroys the demon towers Clary and her allies are all that stand between him and the total annihilation of all Shadowhunters Love is a mortal sin and the past tangles inextricably with the present as Clary and Jace face down their father in the final installment of the Mortal Instruments series,"[107, 93, 217, 34, 67, 182, 151]"
518,"The Amulet of Samarkand (Bartimaeus, #1)",564,462,Hardcover,30-09-2003,Nathaniel is a boy magicianintraining sold to the government by his birth parents at the age of five and sent to live as an apprentice to a master Powerful magicians rule Britain and its empire and Nathaniel is told his is the ultimate sacrifice for a noble destiny ,"[107, 93, 182, 236, 188, 42, 187]"
519,"The Wise Man’s Fear (The Kingkiller Chronicle, #2)",343,994,Hardcover,01-03-2011,No description available,"[107, 182, 35, 3, 42, 236, 23]"
520,"Inkheart (Inkworld, #1)",366,563,Paperback,23-09-2003,Alternate cover edition ,"[107, 93, 182, 188, 187, 247, 236]"
521,And Then There Were None,307,264,Paperback,06-11-1939,First there were tena curious assortment of strangers summoned as weekend guests to a little private island off the coast of Devon Their host an eccentric millionaire unknown to all of them is nowhere to be found All that the guests have in common is a wicked past theyre unwilling to revealand a secret that will seal their fate For each has been marked for murder A famous nursery rhyme is framed and hung in every room of the mansion,"[158, 182, 106, 48, 59, 68, 42]"
522,The Corrections,219,653,Paperback,01-01-2001,The Corrections is a grandly entertaining novel for the new century  a comic tragic masterpiece about a family breaking down in an age of easy fixes,"[97, 12, 132, 215, 143, 184, 290]"
523,"Breaking Dawn (The Twilight Saga, #4)",96,756,Hardcover,02-08-2008,WHEN YOU LOVED THE ONE WHO WAS KILLING YOU IT LEFT YOU NO OPTIONS How could you run how could you fight when doing so would hurt that beloved one If your life was all you had to give how could you not give it If it was someone you truly loved,"[107, 93, 34, 151, 182, 217, 263]"
524,"Rubinrot (Edelstein-Trilogie, #1)",170,345,Hardcover,06-01-2009,Manchmal ist es ein echtes Kreuz in einer Familie zu leben die jede Menge Geheimnisse hat Der berzeugung ist zumindest die 16jhrige Gwendolyn,"[107, 93, 55, 34, 243, 182, 291]"
525,"Allegiant (Divergent, #3)",483,531,Hardcover,22-10-2013,The factionbased society that Tris Prior once believed in is shattered  fractured by violence and power struggles and scarred by loss and betrayal So when offered a chance to explore the world past the limits shes known Tris is ready Perhaps beyond the fence she and Tobias will find a simple new life together free from complicated lies tangled loyalties and painful memories,"[118, 73, 182, 246, 291, 34, 247]"
526,"Heir of Fire (Throne of Glass, #3)",460,565,Hardcover,02-09-2014,Celaena has survived deadly contests and shattering heartbreakbut at an unspeakable cost Now she must travel to a new land to confront her darkest truth    a truth about her heritage that could change her lifeand her futureforever Meanwhile brutal and monstrous forces are gathering on the horizon intent on enslaving her world Will Celaena find the strength to not only fight her inner demons but to take on the evil that is about to be unleashed,"[118, 34, 182, 236, 219, 246, 122]"
527,A Room of One’s Own,594,112,Paperback,24-10-1929, is an extended essay by Virginia Woolf First published on the 24th of October 1929 the essay was based on a series of lectures she delivered at Newnham College and Girton College two womens colleges at Cambridge University in October 1928 While this extended essay in fact employs a fictional narrator and narrative to explore women both as writers and characters in fiction the manuscript for the delivery of the series of lectures titled Women and Fiction and hence the essay are considered nonfiction The essay is seen as a feminist text and is noted in its argument for both a literal and figural space for women writers within a literary tradition dominated by patriarchy,"[157, 96, 191, 39, 83, 185, 143]"
528,"Clockwork Princess (The Infernal Devices, #3)",285,567,Paperback,19-03-2013,Danger and betrayal love and loss secrets and enchantment are woven together in the breathtaking finale to the 1 New York Times bestselling Infernal Devices Trilogy prequel to the internationally bestselling Mortal Instruments series,"[107, 93, 34, 217, 243, 267, 67]"
529,"A Feast for Crows (A Song of Ice and Fire, #4)",64,1060,Mass Market Paperback,17-10-2005,No description available,"[107, 182, 35, 3, 23, 204, 42]"
530,"Specials (Uglies, #3)",558,384,Hardcover,09-05-2006,Special Circumstances The words have sent chills down Tallys spine since her days as a repellent rebellious ugly Back then Specials were a sinister rumor  frighteningly beautiful dangerously strong breathtakingly fast Ordinary pretties might live their whole lives without meeting a Special But Tallys never been ordinary,"[118, 73, 291, 182, 246, 34, 174]"
531,Dracula,8,488,Paperback,26-05-1897,When Jonathan Harker visits Transylvania to help Count Dracula with the purchase of a London house he makes a series of horrific discoveries about his client Soon afterwards various bizarre incidents unfold in England an apparently unmanned ship is wrecked off the coast of Whitby a young woman discovers strange puncture marks on her neck and the inmate of a lunatic asylum raves about the Master and his imminent arrival,"[223, 182, 246, 68, 151, 123, 143]"
532,A Walk to Remember,551,215,Kindle Edition,01-10-1999,There was a time when the world was sweeterwhen the women in Beaufort North Carolina wore dresses and the men donned hatswhen something happened to a seventeenyearold boy that would change his life forever Every April when the wind blows in from the sea and mingles with the scent of lilacs Landon Carter remembers his last year at Beaufort High It was 1958 and Landon had already dated a girl or two He even swore that he had once been in love Certainly the last person in town he thought hed fall for was Jamie Sullivan the daughter of the towns Baptist minister A quiet girl who always carried a Bible with her schoolbooks Jamie seemed content living in a world apart from the other teens She took care of her widowed father rescued hurt animals and helped out at the local orphanage No boy had ever asked her out Landon would never have dreamed of it Then a twist of fate made Jamie his partner for the homecoming dance and Landon Carters life would never be the same Being with Jamie would show him the depths of the human heart and lead him to a decision so stunning it would send him irrevocably on the road to manhood No other author today touches our emotions more deeply than Nicholas Sparks,"[16, 182, 12, 93, 154, 204, 125]"
533,Keep It in the Family,286,380,Kindle Edition,18-10-2022,In this chilling novel from bestselling author John Marrs a young couples house hides terrible secretsand not all of them are confined to the past,"[25, 166, 59, 182, 248, 144, 42]"
534,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",460,448,ebook,04-03-2014,Celaena Sardothien is Adarlans most feared assassin As part of the Assassins Guild her allegiance is to her master Arobynn Hamel yet Celaena listens to no one and trusts only her fellow killerforhire Sam In these actionpacked novellas  together in one edition for the first time  Celaena embarks on five daring missions They take her from remote islands to hostile deserts where she fights to liberate slaves and seeks to avenge the tyrannous But she is acting against Arobynns orders and could suffer an unimaginable punishment for such treachery Will Celaena ever be truly free Explore the dark underworld of this kickass heroine to find out,"[118, 34, 182, 246, 122, 268, 3]"
535,Stranger in a Strange Land,68,525,Paperback,01-07-1961,Valentine Michael Smith is a human being raised on Mars newly returned to Earth Among his people for the first time he struggles to understand the social mores and prejudices of human nature that are so alien to him while teaching them his own fundamental beliefs in grokking watersharing and love,"[206, 182, 68, 23, 246, 42, 132]"
536,The Phantom Tollbooth,421,248,Paperback,01-01-1961,This beloved story first published more than fifty years ago introduces readers to Milo and his adventures in the Lands Beyond ,"[107, 182, 68, 187, 93, 188, 247]"
537,"Tai-Pan (Asian Saga, #2)",37,732,Mass Market Paperback,01-01-1966,Set in the turbulent days of the founding of Hong Kong in the 1840s TaiPan is the story of Dirk Struan the ruler  the TaiPan  of the most powerful trading company in the Far East He is also a pirate an opium smuggler and a master manipulator of men This is the story of his fight to establish himself and his dynasty as the undisputed masters of the Orient,"[254, 182, 21, 227, 7, 247, 68]"
538,"Odd Thomas (Odd Thomas, #1)",297,446,Paperback,01-01-2003,Hes Odd Odd Thomas to be precise Genius frycook at the Pico Mundo Grill boyfriend to the gorgeous Stormy Llewellyn  and possibly the only person with a chance of stopping one of the worst crimes in the bloody history of murder,"[223, 182, 246, 166, 106, 217, 203]"
539,"Uglies (Uglies, #1)",558,425,Paperback,08-02-2005,Tally is about to turn sixteen and she cant wait In just a few weeks shell have the operation that will turn her from a repellent ugly into a stunning pretty And as a pretty shell be catapulted into a hightech paradise where her only job is to have fun,"[118, 73, 291, 182, 246, 34, 174]"
540,How to Win Friends & Influence People,186,288,Paperback,01-10-1936,You can go after the job you wantand get it You can take the job you haveand improve it You can take any situation youre inand make it work for you,"[192, 96, 146, 257, 145, 104, 84]"
541,"Fablehaven (Fablehaven, #1)",541,351,Hardcover,07-06-2006,For centuries mystical creatures of all description were gathered to a hidden refuge called Fablehaven to prevent their extinction The sanctuary is one of the last strongholds of true magic Enchanting Absolutely Exciting You bet Safe Well actually quite the opposite   ,"[107, 93, 188, 182, 187, 247, 236]"
542,The Blind Assassin,128,637,Paperback,01-09-2000,Margaret Atwood takes the art of storytelling to new heights in a dazzling novel that unfolds layer by astonishing layer and concludes in a brilliant and wonderfully satisfying twist Told in a style that magnificently captures the colloquialisms and clichs of the 1930s and 1940s ,"[97, 243, 166, 215, 68, 77, 12]"
543,A Little Princess,399,242,Paperback,01-01-1905,Sara Crewe an exceptionally intelligent and imaginative student at Miss Minchins Select Seminary for Young Ladies is devastated when her adored indulgent father dies Now penniless and banished to a room in the attic Sara is demeaned abused and forced to work as a servant How this resourceful girls fortunes change again is at the center of A Little Princess  one of the bestloved stories in all of childrens literature,"[157, 182, 187, 93, 243, 188, 21]"
544,The Trigger: Hunting the Assassin Who Brought the World to War,139,352,Hardcover,21-05-2014,On a summer morning in Sarajevo a hundred years ago a teenage assassin named Gavrilo Princip fired not just the opening shots of the First World War but the starting gun for modern history when he killed Archduke Franz Ferdinand Yet the events Princip triggered were so monumental that his own story has been largely overlooked his role garbled and motivations misrepresented,"[155, 96, 294, 209, 121, 108, 21]"
545,"The Clan of the Cave Bear (Earth's Children, #1)",28,516,Kindle Edition,04-05-1980,This novel of awesome beauty and power is a moving saga about people relationships and the boundaries of love Through Jean M Auels magnificent storytelling we are taken back to the dawn of modern humans and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves The Clan of the Cave Bear,"[254, 182, 246, 21, 68, 247, 71]"
546,Candide,532,129,Paperback,01-01-1759, is the story of a gentle man who though pummeled and slapped in every direction by fate clings desperately to the belief that he lives in the best of all possible worlds On the surface a witty bantering tale this eighteenthcentury classic is actually a savage satiric thrust at the philosophical optimism that proclaims that all disaster and human suffering is part of a benevolent cosmic plan Fast funny often outrageous the French philosophers immortal narrative takes Candide around the world to discover that  contrary to the teachings of his distinguished tutor Dr Pangloss  all is not always for the best Alive with wit brilliance and graceful storytelling ,"[46, 68, 31, 76, 202, 260, 132]"
547,Mythology,14,497,Paperback,01-01-1942,Edith Hamilton an educator writer and a historian was born August 12 1867 in Dresden Germany of American parents and grew up in Fort Wayne Indiana USA Her father began teaching her Latin when she was seven years old and soon added Greek French and German to her curriculum Hamiltons education continued at Miss Porters School in Farmington Connecticut and at Bryn Mawr College near Philadelphia Pennsylvania from which she graduated in 1894 with an MA degree The following year she and her sister Alice went to Germany and were the first women students at the universities of Munich and Leipzich,"[245, 68, 96, 102, 109, 244, 175]"
548,We Were Liars,50,242,Kindle Edition,13-05-2014,A beautiful and distinguished family,"[118, 166, 182, 12, 34, 106, 59]"
549,War and Peace,95,1392,Paperback,01-01-1869,In Russias struggle with Napoleon Tolstoy saw a tragedy that involved all mankind ,"[157, 182, 243, 130, 147, 143, 209]"
550,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",460,419,Hardcover,05-05-2015,Feyres survival rests upon her ability to hunt and kill  the forest where she lives is a cold bleak place in the long winter months So when she spots a deer in the forest being pursued by a wolf she cannot resist fighting it for the flesh But to do so she must kill the predator and killing something so precious comes at a price ,"[107, 93, 182, 18, 219, 42, 268]"
551,"Killing Sarai (In the Company of Killers, #1)",3,268,Kindle Edition,18-06-2013,Sarai was only fourteen when her mother uprooted her to live in Mexico with a notorious drug lord Over time she forgot what it was like to live a normal life but she never let go of her hope to escape the compound where she has been held for the past nine years,"[16, 162, 18, 12, 144, 106, 99]"
552,"Eragon (The Inheritance Cycle, #1)",75,503,Paperback,01-06-2002,One boy,"[107, 93, 182, 38, 247, 236, 3]"
553,"Unravel Me (Shatter Me, #2)",293,480,Hardcover,05-02-2013,The thrilling second installment in New York Times bestselling author Tahereh Mafis Shatter Me series,"[107, 73, 34, 93, 291, 182, 217]"
554,The Call of the Wild,406,172,Mass Market Paperback,01-01-1903,First published in 1903 ,"[97, 68, 247, 93, 22, 243, 143]"
555,Fight Club,601,224,Paperback,17-08-1996,Chuck Palahniuk showed himself to be his generations most visionary satirist in this his first book ,"[97, 68, 106, 132, 166, 143, 204]"
556,"Darkfever (Fever, #1)",177,309,Hardcover,31-10-2006,When MacKaylas sister was murdered she left a single clue to her death a cryptic message on Macs cell phone Journeying to Ireland in search of answers Mac is soon faced with an even greater challenge staying alive long enough to master a power she had no idea she possesseda gift that allows her to see beyond the world of man into the dangerous realm of the Fae,"[107, 67, 217, 34, 219, 263, 204]"
557,Uncle Tom’s Cabin,351,438,Paperback,01-01-1852,The narrative drive of Stowes classic novel is often overlooked in the heat of the controversies surrounding its antislavery sentiments In fact it is a compelling adventure story with richly drawn characters and has earned a place in both literary and American history Stowes religious beliefs show up in the novels final overarching themethe exploration of the nature of Christianity and how Christian theology is fundamentally incompatible with slavery,"[157, 182, 243, 143, 21, 132, 184]"
558,Shantaram,577,936,Paperback,01-01-2003,It took me a long time and most of the world to learn what I know about love and fate and the choices we make but the heart of it came to me in an instant while I was chained to a wall and being tortured,"[97, 108, 247, 243, 12, 132, 42]"
559,The Stand,349,1152,Hardcover,03-10-1978,First came the days of the plague Then came the dreams Dark dreams that warned of the coming of the dark man The apostate of death his worndown boot heels tramping the night roads The warlord of the charnel house and Prince of Evil His time is at hand His empire grows in the west and the Apocalypse looms,"[223, 182, 246, 291, 135, 106, 73]"
560,"Princess Academy (Princess Academy, #1)",119,314,Paperback,01-07-2005,Miri lives on a mountain where for generations her ancestors have quarried stone and lived a simple life Then word comes that the kings priests have divined her small village the home of the future princess In a years time the prince himself will come and choose his bride from among the girls of the village The kings ministers set up an academy on the mountain and every teenage girl must attend and learn how to become a princess,"[107, 93, 188, 182, 187, 34, 220]"
561,A Story of Yesterday,401,70,Kindle Edition,06-03-2014,A Story of Yesterday is a concise and straight punch to the jaw of life,"[25, 283, 166, 177, 182, 216, 48]"
562,My Ántonia,395,219,Paperback,01-09-1918,Through Jim Burdens endearing smitten voice we revisit the remarkable vicissitudes of immigrant life in the Nebraska heartland with all its insistent bonds Guiding the way are some of literatures most beguiling characters the Russian brothers plagued by memories of a fateful sleigh ride Antonias desperately homesick father and selfindulgent mother and the coy Lena Lingard Holding the pastoral societys heart of course is the bewitching freespirited Antonia,"[97, 243, 68, 143, 202, 184, 21]"
563,The Martian Chronicles,374,182,Mass Market Paperback,04-05-1950,The strange and wonderful tale of mans experiences on Mars filled with intense images and astonishing visions Now part of the Voyager Classics collection,"[206, 182, 68, 183, 246, 23, 42]"
564,Dandelion Wine,374,239,Paperback,01-01-1957,The summer of 28 was a vintage season for a growing boy A summer of green apple trees mowed lawns and new sneakers Of halfburnt firecrackers of gathering dandelions of Grandmas bellybusting dinner It was a summer of sorrows and marvels and goldfuzzed bees A magical timeless summer in the life of a twelveyearold boy named Douglas Spauldingremembered forever by the incomparable Ray Bradbury,"[97, 68, 291, 246, 93, 183, 274]"
565,"84, Charing Cross Road",386,106,Paperback,01-01-1970,This charming classic first published in 1970 brings together twenty years of correspondence between Helene Hanff a freelance writer living in New York City and a usedbook dealer in London Through the years though never meeting and separated both geographically and culturally they share a winsome sentimental friendship based on their common love for books Their relationship captured so acutely in these letters is one that will grab your heart and not let go,"[78, 170, 172, 121, 42, 137, 252]"
566,"Drums of Autumn (Outlander, #4)",360,928,Paperback,30-12-1996,New York Times,"[254, 34, 246, 182, 55, 21, 0]"
567,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",373,361,Hardcover,06-03-2008,Percy Jackson isnt expecting freshman orientation to be any fun But when a mysterious mortal acquaintance appears at his potential new school followed by demon cheerleaders things quickly move from bad to worse,"[107, 93, 152, 182, 188, 247, 109]"
568,The Silent Patient,304,336,Hardcover,05-02-2019,Alicia Berensons life is seemingly perfect A famous painter married to an indemand fashion photographer she lives in a grand house with big windows overlooking a park in one of Londons most desirable areas One evening her husband Gabriel returns home late from a fashion shoot and Alicia shoots him five times in the face and then never speaks another word,"[25, 166, 182, 59, 144, 48, 110]"
569,Sapiens: A Brief History of Humankind,458,512,Paperback,01-01-2011,From a renowned historian comes a groundbreaking narrative of humanitys creation and evolutiona 1 international bestsellerthat explores the ways in which biology and history have defined us and enhanced our understanding of what it means to be human One hundred thousand years ago at least six different species of humans inhabited Earth Yet today there is only onehomo sapiens What happened to the others And what may happen to us Most books about the history of humanity pursue either a historical or a biological approach but Dr Yuval Noah Harari breaks the mold with this highly original book that begins about 70000 years ago with the appearance of modern cognition From examining the role evolving humans have played in the global ecosystem to charting the rise of empires Sapiens integrates history and science to reconsider accepted narratives connect past developments with contemporary concerns and examine specific events within the context of larger ideas Dr Harari also compels us to look ahead because over the last few decades humans have begun to bend laws of natural selection that have governed life for the past four billion years We are acquiring the ability to design not only the world around us but also ourselves Where is this leading us and what do we want to become Featuring 27 photographs 6 maps and 25 illustrationsdiagrams this provocative and insightful work is sure to spark debate and is essential reading for aficionados of Jared Diamond James Gleick Matt Ridley Robert Wright and Sharon Moalem,"[78, 42, 83, 229, 257, 66, 21]"
570,"Obsidian (Lux, #1)",277,335,Paperback,29-11-2011,Starting over sucks,"[118, 246, 34, 217, 60, 291, 263]"
571,"Ender's Shadow (The Shadow Series, #1)",470,469,Paperback,01-10-1999,Welcome to Battleschool,"[206, 182, 93, 246, 23, 42, 250]"
572,All Quiet on the Western Front,567,296,Mass Market Paperback,01-01-1928,One by one the boys begin to fall,"[97, 243, 209, 68, 21, 143, 202]"
573,None of This Is True,397,390,Hardcover,20-07-2023,Celebrating her fortyfifth birthday at her local pub popular podcaster Alix Summers crosses paths with an unassuming woman called Josie Fair Josie it turns out is also celebrating her fortyfifth birthday They are in fact birthday twins,"[25, 166, 42, 182, 59, 144, 48]"
574,The Three Witches and the Master,544,0,No cover type,01-01-1900,Not Available,[240]
575,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",592,418,Hardcover,27-09-2011,Around the world black hand prints are appearing on doorways scorched there by winged strangers who have crept through a slit in the sky,"[107, 93, 34, 217, 67, 196, 182]"
576,Big Little Lies,512,460,Paperback,25-12-2014,A murderA tragic accidentOr just parents behaving badly Whats indisputable is that someone is dead,"[97, 166, 12, 106, 154, 42, 59]"
577,"A Storm of Swords (A Song of Ice and Fire, #3)",64,1177,Mass Market Paperback,08-08-2000,Here is the third volume in George RR Martins magnificent cycle of novels that includes ,"[107, 182, 35, 3, 23, 42, 204]"
578,Holy Bible: New International Version,324,1213,Hardcover,01-01-1455,The New International Version is the worlds most popular Bible in modern English and is renowned for its combination of accuracy and clarity of language,"[32, 96, 68, 95, 244, 175, 278]"
579,"Silence (Hush, Hush, #3)",507,440,Hardcover,04-10-2011,Nora Grey cant remember the past five months of her life After the initial shock of waking up in a cemetery and being told that she has been missing for weeks  with no one knowing where she was or who she was with  she tried to get her life back on track Go to school hang out with her best friend Vee and dodge moms creepy new boyfriend,"[107, 93, 34, 196, 217, 263, 182]"
580,The Crucible,323,143,Paperback,01-05-1946,I believe that the reader will discover here the essential nature of one of the strangest and most awful chapters in human history Arthur Miller wrote of his classic play about the witchhunts and trials in seventeenthcentury Salem Massachusetts Based on historical people and real events Millers drama is a searing portrait of a community engulfed by hysteria In the rigid theocracy of Salem rumors that women are practicing witchcraft galvanize the towns most basic fears and suspicions and when a young girl accuses Elizabeth Proctor of being a witch selfrighteous church leaders and townspeople insist that Elizabeth be brought to trial The ruthlessness of the prosecutors and the eagerness of neighbor to testify against neighbor brilliantly illuminates the destructive power of socially sanctioned violence,"[157, 52, 182, 243, 202, 150, 21]"
581,We,156,256,Paperback,01-01-1924,Yevgeny Zamyatins ,"[97, 291, 68, 73, 130, 147, 143]"
582,"Cannery Row (Cannery Row, #1)",42,181,Paperback,01-01-1945, is a book without much of a plot Rather it is an attempt to capture the feeling and people of a place the cannery district of Monterey California which is populated by a mix of those down on their luck and those who choose for other reasons not to live up the hill in the more respectable area of town The flow of the main plot is frequently interrupted by short vignettes that introduce us to various denizens of the Row most of whom are not directly connected with the central story These vignettes are often characterized by direct or indirect reference to extreme violence suicides corpses and the cruelty of the natural world,"[97, 68, 143, 243, 184, 132, 215]"
583,The Girl Who Was Taken,22,449,Kindle Edition,25-04-2017,Two abducted girlsone who returns one who doesnt,"[25, 166, 182, 59, 144, 42, 48]"
584,"Where She Went (If I Stay, #2)",178,264,Hardcover,05-04-2011,Its been three years since the devastating accident three years since Mia walked out of Adams life forever,"[118, 34, 12, 182, 176, 273, 18]"
585,Eleanor & Park,273,328,Hardcover,12-04-2012,Bono met his wife in high school Park says ,"[118, 34, 182, 12, 176, 42, 274]"
586,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",595,652,Paperback,16-07-2005,It is the middle of the summer but there is an unseasonal mist pressing against the windowpanes Harry Potter is waiting nervously in his bedroom at the Dursleys house in Privet Drive for a visit from Professor Dumbledore himself One of the last times he saw the Headmaster he was in a fierce onetoone duel with Lord Voldemort and Harry cant quite believe that Professor Dumbledore will actually appear at the Dursleys of all places Why is the Professor coming to visit him now What is it that cannot wait until Harry returns to Hogwarts in a few weeks time Harrys sixth year at Hogwarts has already got off to an unusual start as the worlds of Muggle and magic start to intertwine,"[107, 182, 93, 236, 187, 42, 247]"
587,The Diary of a Young Girl,474,283,Mass Market Paperback,01-01-1947,Discovered in the attic in which she spent the last years of her life Anne Franks remarkable diary has become a world classica powerful reminder of the horrors of war and an eloquent testament to the human spirit ,"[78, 121, 172, 21, 68, 80, 279]"
588,The Sun Also Rises,456,189,Paperback,22-10-1926,The quintessential novel of the Lost Generation ,"[157, 182, 143, 132, 243, 184, 103]"
589,Jonathan Livingston Seagull,167,112,Paperback,01-01-1970,This is a story for people who follow their hearts and make their own rulespeople who get special pleasure out of doing something well even if only for themselvespeople who know theres more to this living than meets the eye theyll be right there with Jonathan flying higher and faster than ever they dreamed,"[97, 68, 83, 246, 278, 79, 119]"
590,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",493,394,Kindle Edition,16-03-2020,A magical island A dangerous task A burning secret,"[107, 182, 114, 34, 42, 249, 93]"
591,"I, Robot (Robot, #0.1)",86,224,Hardcover,02-12-1950,Isaac Asimovs I Robot launches readers on an adventure into a notsodistant future where man and machine  struggle to redefinelife love and consciousnessand where the stakes are nothing less than survival Filled with unforgettable characters mindbending speculation and nonstop action I Robot is a powerful reading experience from one of the master storytellers of our time ,"[206, 182, 68, 183, 23, 246, 42]"
592,No Country for Old Men,158,309,Paperback,19-07-2005,In his blistering new novel Cormac McCarthy returns to the TexasMexico border the setting of his famed ,"[97, 106, 61, 48, 166, 143, 132]"
