book_id,book_title,author_id,num_pages,cover_type,publish_date,description,genre_ids
241,Heidi,137,352,Paperback,01-01-1880,Little orphan Heidi goes to live high in the Alps with her gruff grandfather and brings happiness to all who know her on the mountain When Heidi goes to Frankfurt to work in a wealthy household she dreams of returning to the mountains and meadows her friend Peter and her beloved grandfather,"[157, 182, 187, 93, 243, 188, 21]"
242,"Death on the Nile (Hercule Poirot, #18)",307,352,Paperback,01-11-1937,The tranquility of a lovely cruise along the Nile is shattered by the discovery that Linnet Ridgeway has been shot She was young stylish and beautiful a girl who had everything  until she lost her life,"[158, 182, 48, 59, 42, 1, 106]"
243,A Winter Grave,578,368,Kindle Edition,19-01-2023,It is the year 2051 Warnings of climate catastrophe have been ignored and vast areas of the planet are under water or uninhabitably hot A quarter of the worlds population has been displaced by hunger and flooding and immigration wars are breaking out around the globe as refugees pour into neighboring countries,"[15, 166, 106, 182, 132, 144, 162]"
244,The Complete Maus,552,296,Paperback,01-01-1980,On the occasion of the twentyfifth anniversary of its first publication here is the definitive edition of the book acclaimed as the most affecting and successful narrative ever done about the Holocaust Wall Street Journal and the first masterpiece in comic book history The New Yorker,"[282, 89, 96, 102, 121, 172, 21]"
245,"Foundation (Foundation, #1)",86,244,Hardcover,30-08-1951,For twelve thousand years the Galactic Empire has ruled supreme Now it is dying But only Hari Seldon creator of the revolutionary science of psychohistory can see into the futureto a dark age of ignorance barbarism and warfare that will last thirty thousand years To preserve knowledge and save humankind Seldon gathers the best minds in the Empireboth scientists and scholarsand brings them to a bleak planet at the edge of the galaxy to serve as a beacon of hope for future generations He calls his sanctuary the Foundation,"[206, 182, 68, 23, 246, 42, 136]"
246,Gone Girl,524,415,Paperback,24-05-2012,Who are you,"[97, 166, 106, 59, 48, 144, 12]"
247,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",373,279,Hardcover,01-04-2006,The heroic son of Poseidon makes an actionpacked comeback in the second mustread installment of Rick Riordans amazing young readers series Starring Percy Jackson a half blood whose mother is human and whose father is the God of the Sea Riordans series combines cliffhanger adventure and Greek mythology lessons that results in true pageturners that get better with each installment,"[107, 93, 152, 182, 188, 247, 109]"
248,Thirteen Reasons Why,299,352,Hardcover,18-10-2007,Clay Jensen returns home from school to find a strange package with his name on it lying on his porch Inside he discovers several cassette tapes recorded by Hannah Bakerhis classmate and crushwho committed suicide two weeks earlier Hannahs voice tells him that there are thirteen reasons why she decided to end her life Clay is one of them If he listens hell find out why ,"[118, 182, 12, 176, 166, 276, 174]"
249,The Remains of the Day,250,258,Paperback,01-05-1989,In the summer of 1956 Stevens a longserving butler at Darlington Hall decides to take a motoring trip through the West Country The sixday excursion becomes a journey into the past of Stevens and England a past that takes in fascism two world wars and an unrealised love between the butler and his housekeeper,"[97, 243, 68, 215, 21, 143, 132]"
250,The Holy Bible: King James Version,324,1590,Hardcover,01-01-1611,Biblija ili Sveto pismo jest zbirka knjiga koje Hebreji i krani na svoj nain smatraju svetima Dijeli se u dva velika dijela Stari i Novi zavjet,"[157, 96, 6, 175, 83, 95, 102]"
251,The Picture of Dorian Gray,610,272,Paperback,01-06-1890,Oscar Wildes only novel is the dreamlike story of a young man who sells his soul for eternal youth and beauty,"[157, 182, 248, 246, 123, 143, 132]"
252,"Lover Awakened (Black Dagger Brotherhood, #3)",435,434,Mass Market Paperback,05-09-2006,A former blood slave the vampire Zsadist still bears the scars from a past filled with suffering and humiliation Renowned for his unquenchable fury and sinister deeds he is a savage feared by humans and vampires alike Anger is his only companion and terror is his only passionuntil he rescues a beautiful aristocrat from the evil Lessening Society,"[16, 217, 151, 263, 246, 67, 204]"
253,"Chosen (House of Night, #3)",454,307,Paperback,04-03-2008,Dark forces are at work at the House of Night and Zoey Redbirds adventures at the school take a mysterious turn Her best friend Stevie Rae is undead and struggling to maintain a grip on her humanity Zoey finds herself in the very unexpected and rare situation of having three boyfriends Mix a little bloodlust into the equation and the situation has the potential to spell social disaster Just when it seems things couldnt get any tougher vampyres start turning up dead Really dead It looks like the People of Faith are tired of living sidebyside with vampyres But as Zoey and her friends so often find out how things appear rarely affects the truth,"[118, 151, 246, 217, 34, 182, 203]"
254,The Importance of Being Earnest,610,89,Paperback,14-02-1895,Oscar Wildes madcap farce about mistaken identities secret engagements and lovers entanglements still delights readers more than a century after its 1895 publication and premiere performance The rapidfire wit and eccentric characters of The Importance of Being Earnest have made it a mainstay of the high school curriculum for decades,"[157, 52, 182, 91, 76, 202, 143]"
255,Julius Caesar,99,175,Paperback,01-01-1599,The ,"[62, 182, 91, 202, 68, 243, 150]"
256,Far From the Madding Crowd,598,433,Paperback,01-01-1874,Independent and spirited Bathsheba Everdene has come to Weatherbury to take up her position as a farmer on the largest estate in the area Her bold presence draws three very different suitors the gentlemanfarmer Boldwood soldierseducer Sergeant Troy and the devoted shepherd Gabriel Oak Each in contrasting ways unsettles her decisions and complicates her life and tragedy ensues threatening the stability of the whole community The first of his works set in the fictional county of Wessex Hardys novel of swift passion and slow courtship is imbued with his evocative descriptions of rural life and landscapes and with unflinching honesty about sexual relationships,"[157, 182, 34, 243, 143, 134, 218]"
257,"Du côté de chez Swann (À la recherche du temps perdu, #1)",257,710,Mass Market Paperback,14-11-1913,Et tout dun coup le souvenir mest apparu Ce got ctait celui du petit morceau de madeleine que le dimanche matin  Combray parce que ce jourl je ne sortais pas avant lheure de la messe quand jallais lui dire bonjour dans sa chambre ma tante Lonie moffrait aprs lavoir tremp dans son infusion de th ou de tilleul La vue de la petite madeleine ne mavait rien rappel avant que je ny eusse got Mais quand dun pass ancien rien ne subsiste aprs la mort des tres aprs la destruction des choses seules plus frles mais plus vivaces plus immatrielles plus persistantes plus fidles lodeur et la saveur restent encore longtemps comme des mes  se rappeler  attendre  esprer sur la ruine de tout le reste  porter sans flchir sur leur goutelette presque impalpable ldifice immense du souvenir,"[97, 272, 143, 31, 132, 83, 228]"
258,Ugly Love,572,330,Kindle Edition,05-08-2014,When Tate Collins meets airline pilot Miles Archer she knows it isnt love at first sight They wouldnt even go so far as to consider themselves friends The only thing Tate and Miles have in common is an undeniable mutual attraction Once their desires are out in the open they realize they have the perfect setup He doesnt want love she doesnt have time for love so that just leaves the sex Their arrangement could be surprisingly seamless as long as Tate can stick to the only two rules Miles has for her,"[16, 12, 18, 182, 125, 42, 204]"
259,No Exit,344,287,ebook,25-06-2017,A kidnapped little girl locked in a strangers van No help for miles What would you do,"[25, 59, 166, 182, 248, 144, 204]"
260,The Prince of Tides,15,679,Paperback,01-01-1986,Pat Conroy has created a huge brash thunderstorm of a novel stinging with honesty and resounding with drama ,"[97, 68, 34, 28, 12, 215, 143]"
261,Corelli’s Mandolin,469,437,Paperback,01-01-1994, is set in the early days of the second world war before Benito Mussolini invaded Greece Dr Iannis practices medicine on the island of Cephalonia accompanied by his daughter Pelagia to whom he imparts much of his healing art Even when the Italians do invade life isnt so badat first anyway The officer in command of the Italian garrison is the cultured Captain Antonio Corelli who responds to a Nazi greeting of Heil Hitler with his own Heil Puccini and whose most precious possession is his mandolin It isnt long before Corelli and Pelagia are involved in a heated affairdespite her engagement to a young fisherman Mandras who has gone off to join Greek partisans Love is complicated enough in wartime even when the lovers are on the same side And for Corelli and Pelagia it becomes increasingly difficult to negotiate the minefield of allegiances both personal and political as all around them atrocities mount former friends become enemies and the ugliness of war infects everyone it touches ,"[97, 243, 34, 68, 209, 234, 21]"
262,Girl with a Pearl Earring,51,233,Paperback,01-01-1999,With precisely 35 canvases to his credit the Dutch painter Johannes Vermeer represents one of the great enigmas of 17thcentury art The meager facts of his biography have been gleaned from a handful of legal documents Yet Vermeers extraordinary paintings of domestic life with their subtle play of light and texture have come to define the Dutch golden age His portrait of the anonymous Girl with a Pearl Earring has exerted a particular fascination for centuriesand it is this magnetic painting that lies at the heart of Tracy Chevaliers second novel of the same title,"[254, 182, 21, 68, 289, 34, 204]"
263,The Merchant of Venice,99,249,Mass Market Paperback,01-01-1596,In this lively comedy of love and money in sixteenthcentury Venice Bassanio wants to impress the wealthy heiress Portia but lacks the necessary funds He turns to his merchant friend Antonio who is forced to borrow from Shylock a Jewish moneylender When Antonios business falters repayment becomes impossibleand by the terms of the loan agreement Shylock is able to demand a pound of Antonios flesh Portia cleverly intervenes and all ends well except of course for Shylock,"[157, 52, 182, 91, 202, 143, 275]"
264,"Reflected in You (Crossfire, #2)",115,338,Paperback,02-10-2012,Gideon Cross As beautiful and flawless on the outside as he was damaged and tormented on the inside He was a bright scorching flame that singed me with the darkest of pleasures I couldnt stay away I didnt want to He was my addiction my every desire ,"[16, 125, 12, 204, 285, 133, 182]"
265,We Need to Talk About Kevin,49,400,Paperback,14-04-2003,Lionel Shrivers novels include the ,"[97, 12, 106, 248, 48, 91, 215]"
266,العصبي,76,165,Paperback,01-01-2016,No description available,"[17, 182, 143, 132, 198]"
267,The Magic Mountain,546,706,Paperback,01-11-1924,In this dizzyingly rich novel of ideas Mann uses a sanatorium in the Swiss Alps a community devoted exclusively to sickness as a microcosm for Europe which in the years before 1914 was already exhibiting the first symptoms of its own terminal irrationality ,"[97, 68, 120, 143, 83, 132, 87]"
268,Love You Forever,521,32,Paperback,01-01-1986,No description available,"[72, 187, 182, 68, 290, 261, 176]"
269,To the Lighthouse,594,209,Paperback,05-05-1927,The serene and maternal Mrs Ramsay the tragic yet absurd Mr Ramsay and their children and assorted guests are on holiday on the Isle of Skye From the seemingly trivial postponement of a visit to a nearby lighthouse Woolf constructs a remarkable moving examination of the complex tensions and allegiances of family life and the conflict between men and women,"[157, 182, 143, 132, 215, 191, 228]"
270,A Brief History of Time,433,226,Paperback,01-09-1988,A landmark volume in science writing by one of the great minds of our time Stephen Hawkings book explores such profound questions as How did the universe beginand what made its start possible Does time always flow forward Is the universe unendingor are there boundaries Are there other dimensions in space What will happen when it all ends,"[27, 96, 111, 102, 68, 241, 83]"
271,Geek Love,586,348,Paperback,01-03-1989, is the story of the Binewskis a carny family whose mater and paterfamilias set out  with the help of amphetamine arsenic and radioisotopes  to breed their own exhibit of human oddities Theres Arturo the Aquaboy who has flippers for limbs and a megalomaniac ambition worthy of Genghis Khan    Iphy and Elly the lissome Siamese twins    albino hunchback Oly and the outwardly normal Chick whose mysterious gifts make him the familys most precious  and dangerous  asset,"[97, 248, 246, 12, 215, 132, 143]"
272,An Abundance of Katherines,183,229,Hardcover,21-09-2006,Katherine V thought boys were gross,"[118, 182, 12, 34, 176, 174, 274]"
273,"The Art of Avoiding Your Alpha (Wildwood, #2)",580,221,Kindle Edition,01-01-1900,My soulmate bought me a sugar cookie and now hes not going to let me go,"[107, 23, 132, 35, 182, 163, 247]"
274,Stoner,223,292,Paperback,01-01-1965,William Stoner is born at the end of the nineteenth century into a dirtpoor Missouri farming family Sent to the state university to study agronomy he instead falls in love with English literature and embraces a scholars life so different from the hardscrabble existence he has known And yet as the years pass Stoner encounters a succession of disappointments marriage into a proper family estranges him from his parents his career is stymied his wife and daughter turn coldly away from him a transforming experience of new love ends under threat of scandal Driven ever deeper within himself Stoner rediscovers the stoic silence of his forebears and confronts an essential solitude,"[97, 243, 143, 132, 215, 184, 68]"
275,Go Ask Alice,341,213,Paperback,01-01-1971,It started when she was served a soft drink laced with LSD in a dangerous party game Within months she was hooked trapped in a downward spiral that took her from her comfortable home and loving family to the mean streets of an unforgiving city It was a journey that would rob her of her innocence her youth  and ultimately her life,"[118, 182, 68, 12, 276, 212, 176]"
276,Survivor,601,304,Paperback,17-02-1999,From the author of the underground sensation ,"[97, 12, 106, 132, 76, 42, 143]"
277,The Boy in the Striped Pajamas,490,224,Hardcover,01-01-2006,If you start to read this book you will go on a journey with a nineyearold boy named Bruno Though this isnt a book for nineyearolds And sooner or later you will arrive with Bruno at a fence,"[254, 182, 93, 21, 80, 209, 5]"
278,"Cinder (The Lunar Chronicles, #1)",240,400,Hardcover,03-01-2012,Humans and androids crowd the raucous streets of New Beijing A deadly plague ravages the population From space a ruthless Lunar people watch waiting to make their move No one knows that Earths fate hinges on one girl    Cinder a gifted mechanic is a cyborg ,"[107, 93, 291, 34, 8, 182, 73]"
279,"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",315,767,Paperback,01-01-1956,Journeys to the end of the world fantastic creatures and epic battles between good and evilwhat more could any reader ask for in one book The book that has it all is ,"[107, 68, 182, 93, 187, 6, 188]"
280,Victor's Blessing,472,582,Paperback,01-01-1900,Victor Gant a 65 halfOsage blacksmith is an unusual hero for a Civil War love story But Victor well liked and respected is anything but usual Born into poverty and burdened by his fathers past abuses he betters himself with his intellect and inventions Despite no formal education he boasts a close friendship with the wealthy banker Ethan When the towns shy beauty agrees to marry him Victors life is truly blessed But blessings like life itself can be fleeting and when the Civil war erupts Victor will have to make choices until finally he is forced to bestow an agonizing blessing of his own,"[262, 182, 21, 243, 91, 292, 12]"
281,"Fire (Graceling Realm, #2)",428,480,Hardcover,05-10-2009,It is not a peaceful time in the Dells The young King Nash clings to his throne while rebel lords in the north and south build armies to unseat him The mountains and forests are filled with spies and thieves and lawless men,"[107, 93, 34, 182, 122, 247, 236]"
282,"Oryx and Crake (MaddAddam, #1)",128,389,Paperback,22-04-2003, is at once an unforgettable love story and a compelling vision of the future Snowman known as Jimmy before mankind was overwhelmed by a plague is struggling to survive in a world where he may be the last human and mourning the loss of his best friend Crake and the beautiful and elusive Oryx whom they both loved In search of answers Snowman embarks on a journeywith the help of the greeneyed Children of Crakethrough the lush wilderness that was so recently a great city until powerful corporations took mankind on an uncontrolled genetic engineering ride Margaret Atwood projects us into a near future that is both all too familiar and beyond our imagining,"[97, 291, 73, 135, 246, 42, 77]"
283,"Holes (Holes, #1)",267,272,Paperback,20-08-1998,Stanley Yelnats is under a curse A curse that began with his nogooddirtyrottenpigstealinggreatgreatgrandfather and has since followed generations of Yelnats Now Stanley has been unjustly sent to a boys detention center Camp Green Lake where the boys build character by spending all day every day digging holes exactly five feet wide and five feet deep There is no lake at Camp Green Lake But there are an awful lot of holes,"[118, 182, 188, 187, 68, 202, 176]"
284,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",32,216,Mass Market Paperback,12-10-1979,Seconds before the Earth is demolished to make way for a galactic freeway Arthur Dent is plucked off the planet by his friend Ford Prefect a researcher for the revised edition of The Hitchhikers Guide to the Galaxy who for the last fifteen years has been posing as an outofwork actor,"[206, 182, 76, 246, 86, 42, 23]"
285,"The Godfather (The Godfather, #1)",153,448,Paperback,10-03-1969,The Godfatherthe epic tale of crime and betrayal that became a global phenomenon,"[97, 68, 48, 106, 243, 166, 132]"
286,The Phantom of the Opera,593,360,Mass Market Paperback,01-01-1910,First published in French as a serial in 1909 ,"[157, 182, 248, 34, 123, 166, 243]"
287,"Eldest (The Inheritance Cycle, #2)",75,704,Paperback,23-08-2005,Darkness fallsdespair aboundsevil reignsEragon and his dragon Saphira have just saved the rebel state from destruction by the mighty forces of King Galbatorix cruel ruler of the Empire Now Eragon must travel to Ellesmera land of the elves for further training in the skills of the Dragon Rider Ages 12,"[107, 93, 182, 38, 247, 236, 3]"
288,"The Golden Lily (Bloodlines, #2)",523,418,Hardcover,12-06-2012,Sydney Sage is an Alchemist one of a group of humans who dabble in magic and serve to bridge the worlds of humans and vampires Alchemists protect vampire secrets  and human lives,"[118, 246, 151, 217, 34, 67, 236]"
289,She’s Come Undone,503,465,Mass Market Paperback,24-08-1992,In this extraordinary comingofage odyssey Wally Lamb invites us to hitch a wild ride on a journey of love pain and renewal with the most heartbreakingly comical heroine to come along in years,"[97, 12, 154, 274, 180, 132, 204]"
290,The Bell Jar,418,294,Paperback,01-01-1963,The Bell Jar chronicles the crackup of Esther Greenwood brilliant beautiful enormously talented and successful but slowly going undermaybe for the last time Sylvia Plath masterfully draws the reader into Esthers breakdown with such intensity that Esthers insanity becomes completely real and even rational as probable and accessible an experience as going to the movies Such deep penetration into the dark and harrowing corners of the psyche is an extraordinary accomplishment and has made The Bell Jar a haunting American classic,"[97, 191, 276, 257, 143, 215, 132]"
291,"Unbroken: A World War II Story of Survival, Resilience and Redemption",11,475,Hardcover,16-11-2010,On a May afternoon in 1943 an Army Air Forces bomber crashed into the Pacific Ocean and disappeared leaving only a spray of debris and a slick of oil gasoline and blood Then on the ocean surface a face appeared It was that of a young lieutenant the planes bombardier who was struggling to a life raft and pulling himself aboard So began one of the most extraordinary odysseys of the Second World War,"[78, 102, 121, 5, 209, 21, 42]"
292,"Sheever's Journal, Diary of a Poison Master",416,410,Paperback,01-01-1900,Synopsis ,"[70, 12, 243, 166, 59, 132, 69]"
293,Gone with the Wind,204,1037,Mass Market Paperback,30-06-1936,Scarlett OHara the beautiful spoiled daughter of a welltodo Georgia plantation owner must use every means at her disposal to claw her way out of the poverty she finds herself in after Shermans March to the Sea,"[254, 182, 34, 68, 21, 143, 209]"
294,Robinson Crusoe,500,320,Hardcover,25-04-1719,Daniel Defoe relates the tale of an English sailor marooned on a desert island for nearly three decades An ordinary man struggling to survive in extraordinary circumstances Robinson Crusoe wrestles with fate and the nature of God This edition features maps,"[97, 68, 247, 143, 243, 132, 260]"
295,"Fallen (Fallen, #1)",361,464,Hardcover,08-12-2009,Theres something achingly familiar about Daniel Grigori,"[107, 93, 34, 217, 196, 263, 182]"
296,The Master and Margarita,430,372,Paperback,01-01-1967,An audacious revision of the stories of Faust and Pontius Pilate ,"[97, 246, 130, 147, 216, 143, 132]"
297,Wuthering Heights,56,464,Paperback,01-12-1847,At the centre of this novel is the passionate love between Catherine Earnshaw and Heathcliff  recounted with such emotional intensity that a plain tale of the Yorkshire moors acquires the depth and simplicity of ancient tragedy,"[97, 123, 243, 143, 21, 134, 132]"
298,"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",520,413,Paperback,30-04-2020,Pip is not a detective anymore,"[158, 93, 106, 59, 48, 182, 42]"
299,Mystic River,39,416,Paperback,01-01-2001,When they were children Sean Devine Jimmy Marcus and Dave Boyle were friends But then a strange car pulled up to their street One boy got into the car two did not and something terrible happened  something that ended their friendship and changed all three boys forever,"[158, 182, 106, 48, 59, 144, 42]"
300,Fangirl,273,483,Kindle Edition,10-09-2013,Cath is a Simon Snow fan Okay the whole world is a Simon Snow fan But for Cath being a fan is her lifeand shes really good at it She and her twin Wren ensconced themselves in the Simon Snow series when they were just kids its what got them through their mother leaving,"[118, 12, 182, 176, 18, 42, 274]"
301,Catch-22,447,453,Paperback,10-11-1961,Fifty years after its original publication Catch22 remains a cornerstone of American literature and one of the funniestand most celebratedbooks of all time In recent years it has been named to best novels lists by Time Newsweek the Modern Library and the London Observer,"[157, 182, 243, 209, 76, 143, 132]"
302,"The Mists of Avalon (Avalon, #1)",590,1009,Kindle Edition,01-12-1982,Here is the magical legend of King Arthur vividly retold through the eyes and lives of the women who wielded power from behind the throne A spellbinding novel an extraordinary literary achievement THE MISTS OF AVALON will stay with you for a long time to come,"[107, 182, 243, 129, 152, 68, 21]"
303,The Sirens of Titan,517,224,Paperback,01-01-1959,The Sirens of Titan is an outrageous romp through space time and morality The richest most depraved man on Earth Malachi Constant is offered a chance to take a space journey to distant worlds with a beautiful woman at his side Of course theres a catch to the invitationand a prophetic vision about the purpose of human life that only Vonnegut has the courage to tell,"[97, 291, 68, 76, 246, 132, 143]"
304,The Polar Express,407,32,Hardcover,28-10-1985,Late one Christmas Eve after the town has gone to sleep the boy boards the mysterious train that waits for him the Polar Express bound for the North Pole When he arrives Santa offers the boy any gift he desires The boy modestly asks for one bell from the harness of the reindeer The gift is granted On the way home the bell is lost On Christmas morning the boy finds the bell under the tree The mother of the boy admires the bell but laments that it is brokenfor you see only believers can hear the sound of the bell,"[72, 187, 186, 182, 68, 246, 286]"
305,The Girl on the Train,221,336,Hardcover,13-01-2015,Rachel catches the same commuter train every morning She knows it will wait at the same signal each time overlooking a row of back gardens Shes even started to feel like she knows the people who live in one of the houses Jess and Jason she calls them Their lifeas she sees itis perfect If only Rachel could be that happy And then she sees something shocking Its only a minute until the train moves on but its enough Now everythings changed Now Rachel has a chance to become a part of the lives shes only watched from afar Now theyll see shes much more than just the girl on the train,"[97, 166, 106, 59, 48, 144, 42]"
306,"Empire of Storms (Throne of Glass, #5)",460,689,Hardcover,06-09-2016,The long path to the throne has only just begun for Aelin Galathynius as war looms on the horizon Loyalties have been broken and bought friends have been lost and gained and those who possess magic find themselves at odds with those who dont,"[107, 93, 34, 219, 18, 182, 236]"
307,"The Hate U Give (The Hate U Give, #1)",122,454,Hardcover,28-02-2017,Sixteenyearold Starr Carter moves between two worlds the poor neighborhood where she lives and the fancy suburban prep school she attends The uneasy balance between these worlds is shattered when Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer Khalil was unarmed,"[118, 182, 12, 42, 176, 251, 237]"
308,"Living Dead in Dallas (Sookie Stackhouse, #2)",359,291,Mass Market Paperback,26-03-2002,Cocktail waitress Sookie Stackhouse is having a streak of bad luck First her coworker is killed and no one seems to care Then she comes face toface with a beastly creature that gives her a painful and poisonous lashing Enter the vampires who graciously suck the poison from her veins like they didnt enjoy it,"[107, 151, 217, 67, 34, 182, 166]"
309,The Waste Land,538,288,Paperback,01-12-1922,The work divided in 5 sections juxtaposes the legend of the Holy Grail and the Fisher King with a snapshot of early twentiethcentury British society In contemporary times it is often read published within ,"[74, 68, 182, 143, 228, 202, 184]"
310,"The Gunslinger (The Dark Tower, #1)",349,231,Paperback,01-06-1982,In the first book of this series Stephen King introduces readers to one of his most enigmatic heroes Roland of Gilead The Last Gunslinger ,"[107, 182, 248, 291, 42, 247, 23]"
311,"Call Me By Your Name (Call Me By Your Name, #1)",12,248,Paperback,23-01-2007, is the story of a sudden and powerful romance that blossoms between an adolescent boy and a summer guest at his parents cliffside mansion on the Italian Riviera Unprepared for the consequences of their attraction at first each feigns indifference But during the restless summer weeks that follow unrelenting buried currents of obsession and fear fascination and desire intensify their passion as they test the charged ground between them What grows from the depths of their spirits is a romance of scarcely six weeks duration and an experience that marks them for a lifetime For what the two discover on the Riviera and during a sultry evening in Rome is the one thing both already fear they may never truly find again total intimacy,"[97, 114, 249, 12, 42, 235, 274]"
312,The Complete Stories and Poems,57,821,Hardcover,01-11-1849,This single volume brings together all of Poes stories and poems and illuminates the diverse and multifaceted genius of one of the greatest and most influential figures in American literary history,"[157, 275, 248, 182, 183, 123, 166]"
313,"Beautiful Creatures (Caster Chronicles, #1)",288,563,Hardcover,01-12-2009,Lena Duchannes is unlike anyone the small Southern town of Gatlin has ever seen and shes struggling to conceal her power and a curse that has haunted her family for generations But even within the overgrown gardens murky swamps and crumbling graveyards of the forgotten South a secret cannot stay hidden forever,"[107, 93, 34, 217, 182, 236, 203]"
314,Message in a Bottle,551,342,Paperback,01-04-1998,Shimmering with suspense and emotional intensity  takes readers on a hunt for the truth about a man and his memories and about both the heartbreaking fragility and enormous strength of love,"[16, 182, 154, 12, 204, 180, 125]"
315,"Tears of Tess (Monsters in the Dark, #1)",585,376,Paperback,30-08-2013,Tess Snow has everything she ever wanted one more semester before a career in property development a loving boyfriend and a future dazzling bright with possibility ,"[224, 34, 142, 133, 12, 18, 99]"
316,The Time Traveler’s Wife,258,537,ebook,01-01-2003,This is the extraordinary love story of Clare and Henry who met when Clare was six and Henry was thirtysix and were married when Clare was twentytwo and Henry was thirty Impossible but true because Henry suffers from a rare condition where his genetic clock periodically resets and he finds himself pulled suddenly into his past or future In the face of this force they can neither prevent nor control Henry and Clares struggle to lead normal lives is both intensely moving and entirely unforgettable,"[97, 34, 246, 55, 291, 12, 204]"
317,The Seven Husbands of Evelyn Hugo,72,389,Hardcover,13-06-2017,Aging and reclusive Hollywood movie icon Evelyn Hugo is finally ready to tell the truth about her glamorous and scandalous life But when she chooses unknown magazine reporter Monique Grant for the job no one is more astounded than Monique herself Why her Why now,"[97, 243, 114, 12, 42, 249, 21]"
318,All the Bright Places,146,388,Hardcover,06-01-2015, is fascinated by death and he constantly thinks of ways he might kill himself But each time something good no matter how small stops him,"[118, 34, 12, 182, 276, 176, 213]"
319,Before I Fall,576,470,Paperback,14-02-2010,With this stunning debut novel ,"[118, 12, 182, 34, 246, 217, 174]"
320,The Maltese Falcon,445,213,Paperback,01-01-1930,Sam Spade is hired by the fragrant Miss Wonderley to track down her sister who has eloped with a louse called Floyd Thursby But Miss Wonderley is in fact the beautiful and treacherous Brigid OShaughnessy and when Spades partner Miles Archer is shot while on Thursbys trail Spade finds himself both hunter and hunted can he track down the jewelencrusted bird a treasure worth killing for before the Fat Man finds him,"[158, 182, 68, 48, 43, 1, 59]"
321,Native Son,519,504,Paperback,01-01-1940,Right from the start Bigger Thomas had been headed for jail It could have been for assault or petty larceny by chance it was for murder and rape ,"[97, 68, 243, 251, 190, 143, 132]"
322,King Lear,99,339,Mass Market Paperback,01-01-1605,Shakespeares King Lear challenges us with the magnitude intensity and sheer duration of the pain that it represents Its figures harden their hearts engage in violence or try to alleviate the suffering of others Lear himself rages until his sanity cracks What then keeps bringing us back to King Lear For all the force of its language King Lear is almost equally powerful when translated suggesting that it is the story in large part that draws us to the play,"[62, 182, 68, 202, 9, 143, 275]"
323,The Nightingale,459,564,Hardcover,29-01-2015,In the quiet village of Carriveau Vianne Mauriac says goodbye to her husband Antoine as he heads for the Front She doesnt believe that the Nazis will invade Francebut invade they do in droves of marching soldiers in caravans of trucks and tanks in planes that fill the skies and drop bombs upon the innocent When a German captain requisitions Viannes home she and her daughter must live with the enemy or lose everything Without food or money or hope as danger escalates all around them she is forced to make one impossible choice after another to keep her family alive,"[254, 182, 21, 42, 5, 209, 34]"
324,"Red Queen (Red Queen, #1)",190,388,Hardcover,10-02-2015,The Reds are commoners ruled by a Silver elite in possession of godlike superpowers And to Mare Barrow a seventeenyearold Red girl from the povertystricken Stilts it seems like nothing will ever change,"[118, 73, 34, 182, 122, 42, 236]"
325,The Poisonwood Bible,143,546,Paperback,24-09-1998, is a story told by the wife and four daughters of Nathan Price a fierce evangelical Baptist who takes his family and mission to the Belgian Congo in 1959 They carry with them everything they believe they will need from home but soon find that all of it  from garden seeds to Scripture  is calamitously transformed on African soil What follows is a suspenseful epic of one familys tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa,"[97, 243, 45, 68, 215, 21, 175]"
326,Emma,405,474,Paperback,23-12-1815,Emma Woodhouse is one of Austens most captivating and vivid characters Beautiful spoilt vain and irrepressibly witty Emma organizes the lives of the inhabitants of her sleepy little village and plays matchmaker with devastating effect,"[97, 243, 143, 21, 42, 134, 264]"
327,"Ready Player One (Ready Player One, #1)",489,374,Hardcover,16-08-2011, The only time teenage Wade Watts really feels alive is when hes jacked into the virtual utopia known as the OASIS Wades devoted his life to studying the puzzles hidden within this worlds digital confines puzzles that are based on their creators obsession with the pop culture of decades past and that promise massive power and fortune to whoever can unlock them ,"[206, 182, 93, 246, 73, 42, 247]"
328,The Adventures of Tom Sawyer,53,244,Paperback,01-06-1876,The Adventures of Tom Sawyer revolves around the youthful adventures of the novels schoolboy protagonist Thomas Sawyer whose reputation precedes him for causing mischief and strife Tom lives with his Aunt Polly halfbrother Sid and cousin Mary in the quaint town of St Petersburg just off the shore of the Mississippi River St Petersburg is described as a typical smalltown atmosphere where the Christian faith is predominant the social network is closeknit and familiarity resides ,"[97, 68, 247, 243, 93, 143, 187]"
329,Room,152,321,Kindle Edition,20-08-2010,To fiveyearoldJack Room is the world,"[97, 12, 106, 204, 180, 42, 292]"
330,Interpreter of Maladies,501,198,Hardcover,20-04-1999,Navigating between the Indian traditions theyve inherited and the baffling new world the characters in Jhumpa Lahiris elegant touching stories seek love beyond the barriers of culture and generations In A Temporary Matter published in ,"[17, 182, 161, 12, 215, 143, 269]"
